,rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
0,m/zootopia,Emma Simmonds,False,The List,Fresh,8.0,2016-02-17,"The be-true-to-yourself and don't-judge-others messages are nicely worked in: while it's robustly right-on, including being cheerfully feminist, it never feels preachy."
1,m/zootopia,Peter Turner,False,Starburst,Fresh,6.0,2016-02-18,"A wild ride with some noir-ish undertones, Zootropolis packs in plenty to keep the whole family entertained."
2,m/zootopia,Jonathan Sánchez,False,Time Out México,Fresh,8.0,2016-02-19,Zootopia has all the elements to become a classic for fans of the House of Mouse. [Full review in Spanish]
3,m/zootopia,Jonathan Sánchez,False,Cinema Movil,Fresh,8.0,2016-02-19,"This is probably one of the best films Disney has ever created, it delivers on everything you'd expect from it and more. [Full review in Spanish]"
4,m/zootopia,Scott Mendelson,False,Forbes,Fresh,9.0,2016-02-19,"It's funny, it's clever, it's exciting and suspenseful, and it operates as one of the more potent ""social issues"" pictures that we've seen from a major studio (even during the Oscar season) in quite some time."
5,m/zootopia,Uriel Barco,False,Garuyo,Fresh,8.5,2016-02-22,A solid job with its own message that can be enjoyed from different views. [Full review in Spanish]
6,m/zootopia,Carolina Ruiz,False,En Filme,Fresh,7.0,2016-02-22,"Zootopia makes a statement about how we should not judge people by race, genre or looks. [Full review in Spanish]"
7,m/zootopia,Dirk Libbey,False,CinemaBlend,Fresh,10.0,2016-02-23,Zootopia isn't simply another fun Disney animated movie. It's one of the greatest Disney animated movies the company has ever produced.
8,m/zootopia,Roger Moore,False,Movie Nation,Fresh,7.5,2016-02-25,"Smart, but better at delivering a message of tolerance than laughs."
9,m/zootopia,Dave Calhoun,True,Time Out,Fresh,8.0,2016-02-26,The world that Zootropolis creates is intelligent and fascinatingly detailed -- it feels more like a movie by Disney-owned Pixar than a straight Disney film.
10,m/zootopia,Chris Nashawaty,True,Entertainment Weekly,Fresh,7.0,2016-02-29,Zootopia's message of tolerance is a noble one. But it's loopy moments ... that give this modest film its magic.
11,m/zootopia,Christopher Campbell,False,Film School Rejects,Fresh,8.0,2016-02-29,"""A very clever movie with the sort of meticulous world building that's ripe for the spawning of inventive humor."""
12,m/zootopia,Michael Jaconelli,False,The Skinny,Fresh,8.0,2016-02-29,A neo-noir buddy cop comedy that will likely entertain children and adults alike thanks to a steady stream of gags and vibrant visuals.
13,m/zootopia,Israel Acosta Aroche,False,Konexión,Fresh,8.5,2016-03-01,A film with lots of strong ideas that are much needed in times where xenofobia is still a thing. [Full review in Spanish]
14,m/zootopia,Tony Hicks,True,San Jose Mercury News,Fresh,7.5,2016-03-01,"""Zootopia"" dishes its messages the best way possible: colorfully, cleverly, warmly and with humor, all packaged in a strong storyline. It's not among the animated greats, but close enough to certainly be worth a couple hours of a parent's time."
15,m/zootopia,Matt Prigge,False,Metro,Fresh,6.0,2016-03-01,"A big, sometimes messy, sometimes insightful exploration of bigotry, using animals to preach for a more evolved understanding of each other's innate differences."
16,m/zootopia,Peter Canavese,False,Groucho Reviews,Fresh,7.5,2016-03-01,"If Zootopia only reluctantly comes around to its crime-solving story, that's understandable: the good stuff resides in the characterizations and the morality play around them, decrying fear of the other."
17,m/zootopia,Josh Slater-Williams,False,The Film Stage,Fresh,7.0,2016-03-01,"Zootopia proves a successful amalgamation of disparate influences, much like its eponymous city."
18,m/zootopia,Brian Orndorf,False,Blu-ray.com,Fresh,6.0,2016-03-02,"A mixed bag when it comes to entertainment value, but for the first time in a long time, Disney's attempting a high wire act with tone and content, making the feature intriguing but not always triumphant."
19,m/zootopia,Dann Gire,False,Chicago Daily Herald,Fresh,10.0,2016-03-02,"This wild and comic political twist on ""Animal Farm"" works for both kids and adults as a reaffirmation of equal justice and opportunity while rejecting racial and gender stereotyping."
20,m/zootopia,Rick Bentley,False,Fresno Bee,Fresh,7.5,2016-03-02,"When the new animated movie focuses on the critters, it's a funny trip through the animal kingdom. What slows the ark (oops, make that arc) of the film is a crime story that's in need of a few more monkeyshines."
21,m/zootopia,Richard Roeper,True,Chicago Sun-Times,Fresh,10.0,2016-03-02,"Zootopia is one of my favorite animated movies. Not one of my favorite animated movies of the last year or two, or of the last decade, or in recent memory. It's one of my favorite animated movies, period."
22,m/zootopia,Emily VanDerWerff,False,Vox,Fresh,9.0,2016-03-02,"It's goofy and joyful. It has an actual message that it's not shy about expressing directly, one that's filled with depth beyond ""be nice to each other."" And its screenplay is surprisingly clever on a structural level."
23,m/zootopia,Laura DeMarco,False,Cleveland Plain Dealer,Fresh,9.0,2016-03-02,"Yes, the adorable factor is pretty high. But so is the movie's IQ. Zootopia is a thought-provoking film about big ideas like tolerance and diversity and rising above your base animal nature."
24,m/zootopia,Travis Hopson,False,Examiner.com,Fresh,8.0,2016-03-02,"With ""Zootopia"" Disney has a new classic on their hands, one that combines memorable characters, gorgeous animation, social awareness, and a framework that can be built upon for years to come."
25,m/zootopia,Norman Wilner,False,NOW Toronto,Fresh,8.0,2016-03-02,"Zootopia is a lot of things at once, and all of them are pretty good."
26,m/zootopia,Steve Persall,False,Tampa Bay Times,Rotten,5.0,2016-03-02,"Good intentions don't always make for good movies. Case in point: Zootopia, a Disney film with more on its mind than animated fun and fuzzies. So much, in fact, that it loses track of what audiences expect, what they're being sold."
27,m/zootopia,Mick LaSalle,True,San Francisco Chronicle,Fresh,7.5,2016-03-02,Each bustling frame is packed with so much repeated-viewings-rewarded imagery that the screen must be sampled rather than taken in as a whole.
28,m/zootopia,Rafer Guzman,True,Newsday,Fresh,7.5,2016-03-02,Entertaining and thought-provoking.
29,m/zootopia,Edward Johnson-Ott,False,NUVO Newsweekly,Fresh,8.0,2016-03-02,"Zootopia is stuffed with characters, situations, culture clashes and eye candy."
30,m/zootopia,Nell Minow,False,Movie Mom,Fresh,9.0,2016-03-02,Wonderfully imagined -- the animators have a lot of fun with the drastic scale and biome differences.
31,m/zootopia,Vincent Mancini,False,FilmDrunk,Fresh,10.0,2016-03-02,"If you were raised on Zoobooks and Far Side cartoons, ZOOTOPIA is one of the greatest animated movies ever."
32,m/zootopia,Jason Gorber,False,That Shelf,Fresh,10.0,2016-03-02,"With a deep, complex yet accessible storyline married to a visually sumptuous telling of an animal tale, the film is an absolute treat, feeling the equal of any classic Disney flick."
33,m/zootopia,Jesse Hassenger,True,AV Club,Fresh,7.0,2016-03-02,"By investigating the mechanics of long-held cartoon assumptions (both about the harmoniousness of some cartoon animals, and the characteristics of others), Disney is encouraging viewers young and old to see the world differently and more thoughtfully."
34,m/zootopia,Kenji Fujishima,False,Slant Magazine,Fresh,7.5,2016-03-02,"The film goes deeper in its allegorizing, tapping into the volatile nature of identity politics."
35,m/zootopia,Isaac Feldberg,False,We Got This Covered,Fresh,9.0,2016-03-02,"Bright-eyed and bushy-tailed as its long-eared lead while still brilliantly conscious of social issues, Zootopia represents Disney at its most visually resplendent and thematically ambitious."
36,m/zootopia,Dustin Putman,False,TheFilmFile.com,Fresh,8.75,2016-03-02,"Vividly mounted with a breadth of vision worth celebrating. Disney has hit a home run with ""Zootopia,"" a grand entertainment with an ingeniously developed, socially conscious message."
37,m/zootopia,Brian Truitt,True,USA Today,Fresh,7.5,2016-03-02,"Its earnest ""You can be anything!"" message is heavy-handedly clear, though Zootopia works best as a funny romp that ingeniously imagines a landscape where hamsters can be businessmen and polar bears are the coolest bodyguards around."
38,m/zootopia,Eric Goldman,False,IGN Movies,Fresh,9.0,2016-03-02,"Zootopia is a wonderful example of how Disney, at its best, can mix its past and present together in a very cool, compelling way."
39,m/zootopia,Katherine Pushkar,True,New York Daily News,Fresh,8.0,2016-03-02,"Right there with the likes of ""Up"" and ""Inside Out,"" ""Zootopia"" is so well done I forgot it was animated."
40,m/zootopia,Kirk Honeycutt,False,honeycuttshollywood.com,Fresh,8.0,2016-03-03,Donald Trump would scream 'loser' were he to see Disney's 'Zootopia.'
41,m/zootopia,Eric D. Snider,False,EricDSnider.com,Fresh,8.0,2016-03-03,"Kids will undoubtedly enjoy it, but this one seems meant more for adults who can appreciate its ingeniously fabricated world and its big-hearted ideals."
42,m/zootopia,Avi Offer,False,NYC Movie Guru,Fresh,9.56,2016-03-03,"A winning combination of comedy, drama, suspense and thrills that will delight kids and adults alike. It's a potent reminder that we're in a Golden Age of Animation."
43,m/zootopia,Julian Roman,False,MovieWeb,Fresh,9.0,2016-03-03,"Disney's 'Zootopia' is wildly adventurous and knockdown funny, arguably the best film of 2016 so far."
44,m/zootopia,Nicole Villalpando,False,Austin American-Statesman,Fresh,6.0,2016-03-03,"[Zootopia is] incredibly entertaining in the beginning as we see how different animals live in different parts of Zootopia that feel very human, indeed... It's the dark middle part that is hard to reconcile in a Disney movie."
45,m/zootopia,Andy Crump,False,Paste Magazine,Fresh,8.2,2016-03-03,"Simple though its politics may be, the film is effective -- and coming from a mainstream studio, it is even just daring enough to make a difference."
46,m/zootopia,Daniel M. Kimmel,False,North Shore Movies,Fresh,10.0,2016-03-03,"Everything you could want in an animated film: creative visuals, solid script, engaging characters."
47,m/zootopia,Tom Russo,True,Boston Globe,Fresh,6.25,2016-03-03,"An agreeable hodgepodge, at least, one that aims to be not just a breezy mystery, but also a race-and-ethnicity fable."
48,m/zootopia,Jason McKiernan,False,Film Racket,Fresh,7.0,2016-03-03,"fascinating to witness, a film unafraid to venture into polarizing thematic terrain and uncharacteristically blend genres in order to reach that destination"
49,m/zootopia,Matt Goldberg,False,Collider,Fresh,10.0,2016-03-03,It's got a catchy pop song and a nice message about working to achieve your dreams. But because the directors pushed further- in showing how prejudice seeps into our daily lives-they've made Zootopia a destination you absolutely must visit.
50,m/zootopia,Steven Rea,True,Philadelphia Inquirer,Fresh,7.5,2016-03-03,"Apart from its anthropomorphic, allegorical angle, Zootopia is also a tale of female empowerment and a classic noir, too."
51,m/zootopia,Loey Lockerby,False,Kansas City Star,Fresh,6.25,2016-03-03,"Disney's latest is clever and endearing, but it's the animated equivalent of a pro-diversity pep rally."
52,m/zootopia,Peter Howell,True,Toronto Star,Fresh,8.75,2016-03-03,"Ginnifer Goodwin and Jason Bateman lead an aces voice cast, playing good-cop bunny Judy Hopps and con-artist fox Nick Wilde, who must find common turf to solve a crime wave in the title metropolis. Call it fur noir."
53,m/zootopia,Josh Bell,False,Las Vegas Weekly,Fresh,7.0,2016-03-03,"A winning, gorgeously animated story about anthropomorphic animals living in relative harmony in a bustling metropolis."
54,m/zootopia,Alan Cerny,False,ComingSoon.net,Fresh,7.0,2016-03-03,"Disney's Zootopia is sweet and addresses social issues with sensitivity. Sometimes it can't quite reach its lofty goals, but it's still wildly entertaining."
55,m/zootopia,Chris Knight,False,National Post,Fresh,8.75,2016-03-03,An indication of what good animation can do in the service of a decent story.
56,m/zootopia,Reagan Gavin Rasquinha,False,The Times of India,Fresh,8.0,2016-03-03,This one's both intelligent and endearing.
57,m/zootopia,Bruce Kirkland,True,Toronto Sun,Fresh,9.0,2016-03-03,The result is a slam-dunk candidate for best animated feature in next year's Oscars. But the pleasure now comes in appreciating the sumptuous artistry.
58,m/zootopia,Frank Swietek,False,One Guy's Opinion,Fresh,8.0,2016-03-03,"A clever piece of family entertainment that wittily uses whodunit convention to deliver messages about tolerance, self-confidence and friendship in eye-catching fashion."
59,m/zootopia,Dominick Suzanne-Mayer,False,Consequence of Sound,Fresh,7.0,2016-03-03,"Zootopia might not be the best of Disney's recent in-house movies, but it's easily the most political film the Mouse House has turned out in a good while."
60,m/zootopia,James Mottram,False,The National (UAE),Fresh,8.0,2016-03-03,"Zootropolis is a colourful, creative and charming film, full of wit and invention."
61,m/zootopia,Britton Peele,True,Dallas Morning News,Fresh,9.0,2016-03-03,"It strikes a near perfect balance between fun family comedy and message film, never feeling like it's too much of either."
62,m/zootopia,Sarah Bryan Miller,True,St. Louis Post-Dispatch,Fresh,8.75,2016-03-03,"It's smart entertainment that deals effectively with issues of diversity and sexism, while staying light and never preachy."
63,m/zootopia,Marc Savlov,False,Austin Chronicle,Fresh,7.0,2016-03-03,"Easily one of Disney's more imaginative and detail-oriented CGI offerings in a while, Zootopia uses the classic tropes of anthropomorphized animals and comic references to pop-culture touchstones to slyly puzzle out what it means to be ""civilized."""
64,m/zootopia,Jen Chaney,True,Washington Post,Fresh,8.75,2016-03-03,"The best animated film of the year, as well as one that conveys a message rarely heard in movies for children: Getting exactly what you hoped for isn't the end of the journey."
65,m/zootopia,David Medsker,False,Bullz-Eye.com,Fresh,7.0,2016-03-03,Zootopia is an on-point commentary about prejudice and racism... [and] it explains these subjects to children better than most parents ever could.
66,m/zootopia,Jordan Hoffman,True,Guardian,Fresh,6.0,2016-03-03,An anthropomorphized hippopotamus in a business suit will always be welcome.
67,m/zootopia,Barbara VanDenburgh,True,Arizona Republic,Fresh,8.0,2016-03-03,"It may lack the bold, pioneering spirit of Disney and Pixar's best animated features, but it still clears some pretty high bars into the human heart."
68,m/zootopia,Peter Travers,True,Rolling Stone,Fresh,8.75,2016-03-03,"This animated crime caper comes ready to party hard, but also takes a deep dive when necessary, especially when certain species are treated as threats and cause public panic. Listen up, Mr. Trump."
69,m/zootopia,Maricar Estrella,True,Fort Worth Star-Telegram/DFW.com,Fresh,8.0,2016-03-03,"On the surface, Zootopia is a witty, wondrous buddy-cop film... At a deeper level, the film allows parents to bring tough topics to the dining-room table, topics such as bullying, stereotyping and inclusiveness."
70,m/zootopia,Soren Andersen,True,Seattle Times,Fresh,10.0,2016-03-03,"Combining a surprisingly sophisticated conspiracy subplot ... with unexpected plot twists, insightful character studies, energetic pacing and even a very funny riff on ""The Godfather,"" ""Zootopia"" has plenty to appeal to both kids and adults."
71,m/zootopia,Jeffrey K. Howard,False,Movie Guys with Jeff & Dave,Fresh,10.0,2016-03-04,One of Disney's best animated films ever! Fun for adults and kids alike.
72,m/zootopia,Mike McGranaghan,False,Aisle Seat,Fresh,10.0,2016-03-04,Zootopia is to 2016 what Inside Out was to 2015 - a next-level animated feature that gives kids something of substance while simultaneously showing them a really good time.
73,m/zootopia,Robert Horton,False,"HeraldNet (Everett, WA)",Fresh,7.5,2016-03-04,"The comic high point is a scene at the DMV where sloths work behind the counter and talk. Very. Very. Very. Slowly. If the movie is overlong because of that one hilarious scene, it was worth it."
74,m/zootopia,Randall King,False,Winnipeg Free Press,Fresh,8.0,2016-03-04,"Unlike a certain Pixar property having to do with automobiles, this one warrants a sequel."
75,m/zootopia,Josh Terry,False,Deseret News (Salt Lake City),Fresh,8.75,2016-03-04,"A rich blend of story, message and entertainment."
76,m/zootopia,Scott Renshaw,False,Salt Lake City Weekly,Rotten,6.25,2016-03-04,It's confusing when it starts to feel that Zootopia is working against its own message to get easy laughs.
77,m/zootopia,Ben Kendrick,False,Screen Rant,Fresh,8.0,2016-03-04,Zootopia is filled with lovable characters and a heartfelt message for kids - along with a layered subtext for adults that is both timely and moving.
78,m/zootopia,Matt Zoller Seitz,True,RogerEbert.com,Fresh,7.5,2016-03-04,"A funny, beautifully designed kids' film with a message that it restates at every turn."
79,m/zootopia,Latoya Newman,False,Independent Online (South Africa),Fresh,6.0,2016-03-04,"The script is highly entertaining - funny enough to keep the young ones entertained, but witty enough to keep adults hooked and LOL-ing through most of the movie."
80,m/zootopia,Roger Tennis,False,Cinemaclips.com,Fresh,8.0,2016-03-04,The cagey and delightful 'Zootopia' is creature comfort in every way.
81,m/zootopia,Katie Walsh,True,Tribune News Service,Fresh,7.5,2016-03-04,"Somehow, Disney has managed to pull off a hard-boiled police procedural thriller about political corruption starring an adorable, large-eyed bunny. As strange as this combination might seem, it works. Who knew bunnies could make such intrepid rookie cops?"
82,m/zootopia,Matthew Lickona,True,San Diego Reader,Fresh,4.0,2016-03-04,A buddy-cop comedy crossed with a political thriller and mashed up against a social drama. It's a credit to Disney's collaborative process that the whole thing manages to hold together as well as it does.
83,m/zootopia,Jeffrey M. Anderson,False,San Francisco Examiner,Fresh,7.5,2016-03-04,"The computer-generated creatures have smooth and cheerful lines, like old-style ""stretch-and-squash"" animation. The movie is wonderfully fluid and graceful."
84,m/zootopia,Gary Wolcott,False,Tri-City Herald,Fresh,9.0,2016-03-04,The motor vehicles department scene alone is worth the price of a ticket. I'm still laughing.
85,m/zootopia,Neil Pond,False,Parade Magazine,Fresh,8.0,2016-03-04,Shows just how far the House of Mouse has evolved from dreamy prince-and-princess fairy tales of decades past.
86,m/zootopia,Mark Dujsik,False,Mark Reviews Movies,Fresh,8.75,2016-03-04,[I]t's dealing head-on -- in that subversively indirect way that these animal-based tales do -- with issues that aren't so easily defined and are far more difficult to resolve.
87,m/zootopia,Mathew DeKinder,False,Suburban Journals of St. Louis,Fresh,9.0,2016-03-04,"""Zootopia"" is a wolf in sheep's clothing, a movie packed with talking animals that dares to be something more by offering up a bold little slice of social commentary."
88,m/zootopia,Sandie Angulo Chen,False,Common Sense Media,Fresh,8.0,2016-03-04,"Charming buddy-animal story promotes tolerance, teamwork."
89,m/zootopia,Violet LeVoit,False,AllMovie,Fresh,8.0,2016-03-04,"Even though Zootopia remains whimsical family entertainment and never turns into a polemic, at its core it has more in common with Animal Farm . . . than it does with other classic anthropomorphized Disney fare . . ."
90,m/zootopia,Rob Thomas,False,"Capital Times (Madison, WI)",Fresh,8.75,2016-03-04,It's a candy-coated film that doesn't sugar-coat the complexities of race relations.
91,m/zootopia,Christian Toto,False,HollywoodInToto.com,Fresh,8.75,2016-03-04,Lions and tigers and preconceived notions about others based on their outward appearances ... oh my!
92,m/zootopia,Stephen Whitty,True,Newark Star-Ledger,Fresh,7.5,2016-03-04,"""Zootopia"" does have some important things to say about not judging people by what they look like, or what part of the world they come from. Kids will probably nod and embrace that as sensible advice. Now if we could only get some adults to listen, too."
93,m/zootopia,Kate Taylor,True,Globe and Mail,Rotten,5.0,2016-03-04,"Leaving aside amusing jokes about the wolves trying desperately to contain a group howl or sloths working as bureaucrats, animal behaviour is a troubling metaphor for cultural diversity."
94,m/zootopia,David Nusair,False,Reel Film Reviews,Fresh,6.25,2016-03-04,...a decidedly middle-of-the-road Disney effort...
95,m/zootopia,Adam Graham,True,Detroit News,Fresh,8.0,2016-03-04,"""Zootopia"" is a delight: It's cute and clever, smart and sophisticated, with plenty to offer children and adults."
96,m/zootopia,Al Alexander,False,The Patriot Ledger,Fresh,10.0,2016-03-05,"It should serve as a terrific inspiration for little girls to dream big and aspire high. But the larger message ""Zootopia"" is sending is one of tolerance and understanding."
97,m/zootopia,Rob Vaux,False,Sci-Fi Movie Page,Fresh,10.0,2016-03-05,"Zootopia is a great animated film, but it might be something much more: a clarion call for sanity and understanding arriving just when we need it the most."
98,m/zootopia,James Berardinelli,True,ReelViews,Fresh,7.5,2016-03-06,There's a lot here for kids to like and nearly as much to keep parents from fidgeting.
99,m/zootopia,Charles Koplinski,False,Illinois Times,Fresh,8.75,2016-03-06,"Timely message buoys charming, clever ""Zootopia."""
